user_id,sign_up_date,age,gender,married,has_children,home_country,home_city,session_count,avg_session_duration,avg_page_clicks,total_trips,conversion_rate,cancellation_proportion,avg_days_depatrure_book,avg_days_checkin_book,total_flights_booked,avg_flight_price_usd,avg_flight_discount_amount,discounted_flight_proportion,round_trips_proportion,avg_flight_seats,avg_checked_bags,total_hotels_booked,avg_hotel_price_usd,avg_hotel_discount_amount,discounted_hotel_proportion,avg_hotel_rooms,avg_stay_duration_day,avg_flight_distance_from_home_km,weekend_trip_proportion,preferred_perk,perk_filter
531921,2023-01-15,45,F,FALSE,FALSE,canada,saskatoon,9,1.78,18.33,2,0.22,0,6.94,8.35,1,122.54,,0,1,1,1,2,108.5,0.2,0.11,1,4.5,700.04,0,1 night free hotel with flight,1
531926,2023-01-15,28,F,FALSE,FALSE,usa,san diego,8,2,19,2,0.25,0,6.83,,2,1007.05,0.18,0.38,1,2,0.5,0,,0.1,0.13,,,2514.23,0,exclusive discounts,1
531931,2023-01-15,39,F,FALSE,FALSE,usa,san jose,8,0.88,9.38,2,0.25,0,7.93,8.18,2,944.15,0.1,0.13,1,1.5,0.5,2,135.5,0.1,0.13,1.5,2.5,3267.7,0,1 night free hotel with flight,1
531959,2023-01-15,31,F,FALSE,FALSE,usa,oakland,8,1.25,14.75,4,0.5,0,101.05,9.1,2,945.57,0.1,0.13,1,1.5,0.5,3,195.33,0.1,0.25,2,10,3722.2,0,free hotel meal,1
531967,2023-01-15,23,F,FALSE,FALSE,usa,st. louis,8,0.75,9.63,0,0,,,,0,,,0,0,,,0,,0.1,0.13,,,,0,exclusive discounts,1
531971,2023-01-15,58,F,TRUE,TRUE,usa,burlington,8,1,12,2,0.25,0,7.1,7.29,2,381.31,,0,1,1,1,2,76,,0,1,3,1988.62,0,1 night free hotel with flight,1
531987,2023-01-15,35,F,FALSE,FALSE,usa,san antonio,9,1.11,11.89,2,0.22,0,7.01,9.81,2,350.11,,0,0.5,1,0.5,1,212,0.1,0.11,1,3,2460.88,0,1 night free hotel with flight,1
531989,2023-01-15,54,F,FALSE,TRUE,usa,san francisco,8,1.75,17.5,3,0.38,0,6.08,5.23,2,1390.04,0.1,0.13,1,2,0.5,3,159.67,0.05,0.13,1.67,5,4072.02,0,1 night free hotel with flight,1
531994,2023-01-15,43,F,TRUE,FALSE,canada,calgary,8,1.5,15.5,2,0.25,0,8.56,8.82,2,592.99,0.33,0.25,1,1,0.5,2,87.5,0.05,0.13,1,2,3040.98,0,1 night free hotel with flight,1
532063,2023-01-15,53,F,TRUE,FALSE,usa,chicago,9,2.33,23.78,6,0.67,0,7.62,7.77,6,241.87,,0,1,1.17,0.33,6,226.83,0.15,0.11,1.17,0.67,1234.52,0.17,1 night free hotel with flight,1
532064,2023-01-15,25,F,FALSE,TRUE,usa,san diego,8,0.63,33.5,1,0.13,1,127.91,128.73,1,2609.74,0.05,0.25,1,1,0,1,85,,0.13,1,11,20967.73,0,no cancellation fees,1
532073,2023-01-15,40,F,FALSE,FALSE,usa,atlanta,9,1.67,16.44,5,0.56,0,5.15,5.56,5,207.03,0.25,0.22,1,1,0.6,3,198,,0,1,3,1209.37,0,1 night free hotel with flight,1
532101,2023-01-15,26,F,FALSE,FALSE,usa,oakland,8,0.38,7.38,1,0.13,0,,3.62,0,,0.3,0.13,0,,,1,206,0.05,0.13,1,23,,0,exclusive discounts,1
532106,2023-01-15,44,F,TRUE,TRUE,usa,new york,8,1.63,17.5,4,0.5,0,6.75,7.07,3,653.21,,0,1,1,0.67,4,155,,0,1,2,3994.82,0.25,1 night free hotel with flight,1
532119,2023-01-15,52,F,TRUE,FALSE,canada,toronto,8,2,19.38,6,0.75,0,7.12,6.89,6,555.76,,0,1,1.5,0.17,5,176,,0,1,3.6,1821.06,0,1 night free hotel with flight,1
532159,2023-01-15,21,F,FALSE,FALSE,usa,san antonio,8,1.63,18,2,0.25,0,7.09,8.24,1,509.22,0.1,0.13,1,1,0,2,119,0.1,0.25,1.5,3,2672.99,0,free hotel meal,1
532215,2023-01-15,49,F,TRUE,FALSE,usa,san francisco,9,1.56,15.78,6,0.67,0,7.51,8.73,5,492.18,0.15,0.11,0.8,1,0.6,6,149,0.1,0.22,1.17,3.83,3288.99,0.17,free hotel meal,1
532225,2023-01-15,55,F,TRUE,FALSE,usa,new york,8,2.13,20.63,3,0.38,0,6.81,7.01,3,362.99,,0,1,1,1,3,188.67,0.08,0.25,1,0.33,2293.7,0.33,1 night free hotel with flight,1
532233,2023-01-15,43,M,TRUE,FALSE,usa,washington,9,0.78,10.22,4,0.44,0,6.95,6.15,3,1077.19,,0,1,2.67,0.67,2,156.5,0.15,0.11,2.5,3,1781.47,0,1 night free hotel with flight,1
532258,2023-01-15,41,F,FALSE,TRUE,canada,montreal,8,1,11.38,2,0.25,0,10.51,10.61,2,160.11,,0,1,2,0.5,2,277.5,0.2,0.13,2,2,344.02,0,1 night free hotel with flight,1
532259,2023-01-15,55,M,TRUE,TRUE,usa,dallas,8,2.75,25,6,0.75,0,5.45,6.31,5,350.34,0.13,0.38,1,1.4,0.6,6,135.83,,0,1.33,3.33,1356.95,0,1 night free hotel with flight,1
532279,2023-01-15,17,F,FALSE,FALSE,usa,el paso,8,1.25,14.25,1,0.13,0,,6.88,0,,0.15,0.25,0,,,1,208,,0,2,12,,0,exclusive discounts,1
532312,2023-01-15,45,F,TRUE,FALSE,usa,kansas city,8,0.75,10.25,3,0.38,0,7.39,7.52,3,163.66,0.23,0.25,1,1,1,3,133.67,0.12,0.38,1,1,883.97,0.33,1 night free hotel with flight,1
532329,2023-01-15,19,F,FALSE,TRUE,usa,newark,8,1,13.75,2,0.25,0,336.54,179.89,1,216.97,0.18,0.25,1,1,0,2,255.5,,0,1,15,1151.64,0,1 night free hotel with flight,1
532347,2023-01-15,31,F,FALSE,FALSE,usa,philadelphia,8,1,11.38,3,0.38,0,10.33,10.54,3,404.24,0.05,0.13,1,1,1,3,116.33,,0,1,0.67,2309.18,0,1 night free hotel with flight,1
532361,2023-01-15,45,F,FALSE,FALSE,canada,montreal,8,1.13,14.25,4,0.5,0,7.73,8.74,3,102.17,0.25,0.13,1,1,0.67,3,229.33,,0,1,2.67,572.08,0.25,1 night free hotel with flight,1
532365,2023-01-15,50,M,TRUE,FALSE,usa,omaha,8,1.13,12.13,1,0.13,0,7.82,7.95,1,462.34,0.17,0.38,1,3,1,1,130,,0,3,5,923.01,0,1 night free hotel with flight,1
532381,2023-01-15,51,F,FALSE,FALSE,usa,omaha,9,4.11,30.22,4,0.44,0.25,8.26,7.9,4,328.79,0.15,0.33,0.75,1.33,1,4,102.2,0.05,0.22,1.2,3.4,1549.57,0.25,no cancellation fees,1
532387,2023-01-15,38,F,FALSE,FALSE,usa,denver,8,1.5,17.5,3,0.38,0,7.05,7.24,3,370.9,0.13,0.25,1,1,0.67,3,176,0.1,0.13,1,5.33,2058.55,0,1 night free hotel with flight,1
532388,2023-01-15,56,F,TRUE,FALSE,usa,wichita,8,1.25,14.5,2,0.25,0,5.02,5.5,1,171.01,0.23,0.38,1,1,0,2,272.5,0.15,0.25,1,4.5,904.37,0,1 night free hotel with flight,1
532390,2023-01-15,45,F,TRUE,TRUE,usa,chicago,8,1.88,18.38,4,0.5,0,8.97,8.35,4,232.64,,0,1,1.25,0.5,3,165,0.1,0.13,1,3,923.51,0,1 night free hotel with flight,1
532410,2023-01-15,27,F,FALSE,FALSE,usa,denver,8,5.38,22.38,4,0.5,0.25,243.1,6.03,2,372.92,0.1,0.38,1,1.67,0.67,4,171.67,0.08,0.38,1.33,7.33,1301.28,0,no cancellation fees,1
532426,2023-01-15,29,F,FALSE,FALSE,usa,salt lake city,10,1,11.7,1,0.1,0,225.16,225.71,1,1610.23,0.05,0.1,1,1,0,1,601,0.23,0.2,1,14,10480.39,0,1 night free hotel with flight,1
532432,2023-01-15,69,F,TRUE,FALSE,usa,houston,8,1.13,13.25,1,0.13,0,,7.61,0,,,0,0,,,1,151,,0,1,13,,0,exclusive discounts,1
532433,2023-01-15,31,F,FALSE,TRUE,usa,portland,8,0.88,11,3,0.38,0,6.71,7.9,2,652.03,0.25,0.13,1,1.5,0.5,3,139,0.05,0.25,1.33,3.33,2578.48,0,1 night free hotel with flight,1
532500,2023-01-15,39,F,FALSE,TRUE,canada,winnipeg,8,2.25,22.25,4,0.5,0,60.71,6.33,4,1351.84,,0,1,1.25,0.5,3,210.67,0.15,0.13,1,2.67,5239.48,0,1 night free hotel with flight,1
532519,2023-01-15,49,F,TRUE,FALSE,usa,tulsa,8,1.13,13,3,0.38,0,8.18,7.78,2,355.22,0.13,0.5,1,1.5,2,3,171.67,,0,1.33,4.67,1675,0,free checked bag,1
532535,2023-01-15,41,F,FALSE,FALSE,usa,los angeles,8,0.88,11,3,0.38,0,5.68,5.41,2,188.21,,0,1,1,0.5,3,186.33,0.15,0.13,1.33,5.33,1064.23,0,free hotel meal,1
532544,2023-01-15,25,F,FALSE,FALSE,usa,newark,8,1,35.75,1,0.13,1,203.85,204.22,1,884.85,,0.13,1,1,0,1,173,0.13,0.38,1,11,5487.1,0,no cancellation fees,1
532568,2023-01-15,52,F,FALSE,FALSE,canada,calgary,8,2.38,22.88,3,0.38,0,14.86,17.11,1,380.84,0.1,0.13,1,1,0,3,122.67,0.2,0.25,1.33,3,1933.77,0,free hotel meal,1
532607,2023-01-15,31,F,FALSE,FALSE,usa,providence,9,2,20.11,4,0.44,0,7.97,7.69,4,282.79,0.15,0.33,1,1.25,1,3,130,0.2,0.22,1,2,1639.99,0,1 night free hotel with flight,1
532622,2023-01-15,50,F,TRUE,FALSE,usa,kansas city,8,2.13,20.5,3,0.38,0,6.64,6.8,3,244.14,0.08,0.25,1,1,0.33,3,306,,0,1,1,1426.38,0,1 night free hotel with flight,1
532623,2023-01-15,50,F,FALSE,TRUE,usa,montgomery,8,1.38,15.88,2,0.25,0,8.18,8.4,2,237.89,0.15,0.13,0,1,0.5,2,155,0.05,0.25,1,1,2672.18,0,1 night free hotel with flight,1
532627,2023-01-15,20,M,FALSE,TRUE,usa,columbus,8,0.38,7.88,0,0,,,,0,,0.13,0.25,0,,,0,,,0,,,,0,exclusive discounts,1
532637,2023-01-15,22,M,FALSE,FALSE,usa,madison,8,1.13,12.63,2,0.25,0,,4.63,0,,0.05,0.13,0,,,2,199,,0,1,7,,0,exclusive discounts,1
532650,2023-01-15,39,F,FALSE,FALSE,usa,portland,8,1.25,14.63,5,0.63,0,5.93,5.58,4,254.6,0.05,0.13,1,1,0.5,4,209.25,0.15,0.13,1,4,1449.15,0,1 night free hotel with flight,1
532651,2023-01-15,35,F,FALSE,TRUE,canada,toronto,8,1.25,13.13,2,0.25,0,9.78,6.93,1,100.45,0.1,0.13,1,1,0,2,240.5,0.15,0.13,1,3.5,573.82,0,1 night free hotel with flight,1
532653,2023-01-15,48,F,FALSE,FALSE,usa,los angeles,8,2,19,4,0.5,0,7.78,8.04,4,782.81,0.25,0.13,1,1.25,0,4,121,0.08,0.25,1.25,5.5,3531.35,0,1 night free hotel with flight,1
532656,2023-01-15,33,F,FALSE,FALSE,usa,reno,8,1.13,13.25,2,0.25,0,7.07,7.34,2,710.77,0.1,0.13,1,1,1,2,196,0.25,0.13,1,0.5,3682.68,0,1 night free hotel with flight,1
532705,2023-01-15,42,F,TRUE,FALSE,canada,halifax,8,1.13,13.88,2,0.25,0,5.47,4.01,1,647.94,,0,1,1,0,2,123,0.08,0.25,1,3.5,4055.65,0,1 night free hotel with flight,1
532710,2023-01-15,25,M,FALSE,FALSE,canada,toronto,8,0.75,10.5,1,0.13,0,10.9,11.16,1,312.38,0.1,0.13,0,1,1,1,396,0.2,0.25,1,0,3312.74,0,1 night free hotel with flight,1
532711,2023-01-15,23,F,TRUE,FALSE,usa,new york,9,1.11,14.56,2,0.22,0,5.98,5.94,1,98.31,0.13,0.22,1,1,1,2,414.5,,0,1,9.5,592.36,0,1 night free hotel with flight,1
532721,2023-01-15,47,F,FALSE,FALSE,usa,spokane,8,1.13,12.63,3,0.38,0,7.49,7.62,2,258.51,0.05,0.13,1,1.5,0.5,3,70.33,,0,1.33,3,1147.27,0,1 night free hotel with flight,1
532725,2023-01-15,39,F,FALSE,FALSE,usa,corpus christi,8,5.25,30.5,1,0.13,1,5.23,5.42,1,394.25,0.2,0.25,1,1,0,1,188,0.05,0.25,1,4,2168.41,0,no cancellation fees,1
532730,2023-01-15,17,F,FALSE,FALSE,usa,detroit,8,0.88,10.88,2,0.25,0,7.79,9.31,1,184.45,0.2,0.13,1,1,1,2,204,,0,1,8,1031.21,0,1 night free hotel with flight,1
532742,2023-01-15,42,F,FALSE,FALSE,usa,new york,8,2.63,25.88,3,0.38,0,6.17,6.38,3,423.08,0.08,0.25,1,1,0.33,3,124.33,,0,1,2,2343.49,0,1 night free hotel with flight,1
532748,2023-01-15,40,F,FALSE,TRUE,usa,austin,8,2.75,26.25,5,0.63,0,7,8.29,4,390.45,0.15,0.13,1,1,1,5,169.8,0.15,0.25,1,0.6,2289.68,0,1 night free hotel with flight,1
532750,2023-01-15,31,F,FALSE,FALSE,canada,london,8,0.88,11.38,2,0.25,0,102.45,8.69,2,521.96,0.15,0.25,1,1.5,0.5,1,366,,0,1,2,1737.06,0,1 night free hotel with flight,1
532774,2023-01-15,57,F,TRUE,FALSE,usa,atlanta,8,0.5,9.38,0,0,,,,0,,0.1,0.13,0,,,0,,,0,,,,0,exclusive discounts,1
532810,2023-01-15,50,F,TRUE,FALSE,usa,san antonio,8,1.38,15.63,3,0.38,0,7.6,7.8,3,559.31,0.05,0.13,1,1.33,0.67,3,256,0.1,0.13,1.33,3.67,2264.01,0,1 night free hotel with flight,1
532823,2023-01-15,35,F,FALSE,FALSE,usa,tulsa,9,1.33,14.22,4,0.44,0,7.01,7.04,3,356.95,0.1,0.11,1,1,0.67,3,172,,0,1,2.67,2044.21,0,1 night free hotel with flight,1
532835,2023-01-15,42,M,FALSE,TRUE,canada,vancouver,8,0.75,9.88,2,0.25,0,3.79,2.62,1,630.46,0.18,0.25,1,1,1,1,91,0.15,0.25,1,3,3213.15,0,1 night free hotel with flight,1
532843,2023-01-15,40,F,TRUE,FALSE,canada,windsor,8,1.13,13.75,3,0.38,0,7.28,6.58,2,424.1,,0,1,1,0,3,143,0.05,0.13,1,2.67,2252.9,0,1 night free hotel with flight,1
532863,2023-01-15,55,M,FALSE,FALSE,usa,phoenix,8,1,11.88,4,0.5,0,7.15,9.41,3,315.25,0.1,0.25,0.67,1,0,4,129,0.05,0.38,1.25,5.25,1945.61,0,free hotel meal,1
532866,2023-01-15,51,F,TRUE,TRUE,usa,san antonio,8,3.5,31.13,4,0.5,0,8.17,8.37,4,525.3,0.1,0.13,1,1.25,1.5,4,234.25,0.1,0.25,1.25,2.25,2313.18,0,free checked bag,1
532901,2023-01-15,24,F,FALSE,FALSE,usa,oklahoma city,8,0.75,8.25,1,0.13,0,10.74,10.86,1,119.44,,0,1,1,1,1,123,0.05,0.13,1,1,680.36,1,1 night free hotel with flight,1
532905,2023-01-15,23,F,FALSE,FALSE,usa,washington,8,1,12.38,0,0,,,,0,,0.1,0.13,0,,,0,,0.1,0.13,,,,0,exclusive discounts,1
532912,2023-01-15,43,F,TRUE,FALSE,usa,new york,8,0.75,11.13,4,0.5,0,9.13,9.07,4,719.06,0.13,0.38,1,1.5,1,3,106.67,0.15,0.13,1.67,5,2530.54,0,1 night free hotel with flight,1
532941,2023-01-15,30,F,FALSE,FALSE,canada,toronto,8,1.5,39.63,4,0.5,0.25,84.54,4.99,3,841.71,0.1,0.25,1,1.5,0.75,4,126.67,,0.13,1,4.67,2627.66,0.25,no cancellation fees,1
532989,2023-01-15,51,F,TRUE,TRUE,usa,seattle,9,1.89,19,5,0.56,0,8.33,9.69,4,568.7,,0,1,1,0.5,5,225.6,0.1,0.22,1,2.6,3020.08,0,1 night free hotel with flight,1
533048,2023-01-15,48,M,TRUE,TRUE,usa,chicago,8,0.75,10.38,1,0.13,0,,6.64,0,,0.15,0.13,0,,,1,128,0.12,0.38,2,2,,0,exclusive discounts,1
533093,2023-01-15,21,F,FALSE,FALSE,usa,new york,9,1.11,13.33,2,0.22,0,2.35,5.17,1,648.69,,0,1,1,1,2,127,0.18,0.22,1,3,3589.57,0,1 night free hotel with flight,1
533117,2023-01-15,50,F,FALSE,FALSE,usa,charlotte,8,0.88,10.63,2,0.25,0,10.05,10.56,2,167.19,0.15,0.13,1,1,0,1,126,,0,1,2,887.44,0.5,1 night free hotel with flight,1
533123,2023-01-16,41,M,FALSE,TRUE,canada,edmonton,9,1.33,14.33,2,0.22,0,9.52,8.75,2,267.39,,0,1,1,0.5,1,177,0.05,0.11,1,3,1557.08,0.5,1 night free hotel with flight,1
533129,2023-01-16,38,F,FALSE,FALSE,usa,new york,8,1.63,17.13,5,0.63,0,5.2,6.4,4,258.94,0.08,0.25,1,1,0.25,4,207.25,0.08,0.25,1,2.5,1485.6,0,1 night free hotel with flight,1
533155,2023-01-16,47,F,TRUE,FALSE,usa,los angeles,8,1.25,15,3,0.38,0,5.84,6.11,3,827.36,0.1,0.25,1,1.33,1,3,280.67,0.1,0.38,1.33,1.67,3829.42,0,1 night free hotel with flight,1
533187,2023-01-16,69,F,TRUE,FALSE,usa,denver,8,0.75,11.13,1,0.13,0,,3.63,0,,0.1,0.13,0,,,1,97,0.07,0.38,1,8,,0,exclusive discounts,1
533199,2023-01-16,27,F,FALSE,FALSE,usa,new york,10,2.1,21.5,3,0.3,0,8.45,8.62,3,313.81,0.1,0.2,1,1,0.33,3,216.67,,0,1,0.67,1708.35,0,1 night free hotel with flight,1
533204,2023-01-16,22,F,FALSE,FALSE,usa,phoenix,8,0.63,9,0,0,,,,0,,0.1,0.13,0,,,0,,0.2,0.13,,,,0,exclusive discounts,1
533211,2023-01-16,53,M,FALSE,TRUE,usa,austin,8,2,21.13,4,0.5,0,7.37,7.78,4,384.58,,0,1,1,0.5,3,224.33,0.05,0.13,1,4.67,2117.85,0,1 night free hotel with flight,1
533222,2023-01-16,54,F,TRUE,TRUE,usa,seattle,8,1.63,18,3,0.38,0,8.44,9.27,2,471.33,0.35,0.25,1,1,2,3,302.33,0.07,0.38,1,5.33,2550.46,0,free checked bag,1
533248,2023-01-16,44,F,TRUE,TRUE,usa,los angeles,8,1.13,14.25,3,0.38,0,9.8,10.08,3,929.28,0.2,0.13,1,1.33,1,3,184.33,,0,1.33,1.67,3977.64,0,1 night free hotel with flight,1
533251,2023-01-16,45,F,TRUE,TRUE,usa,detroit,8,0.88,11.5,2,0.25,0,5.63,5.81,2,322.52,0.1,0.13,1,1,0.5,2,406,,0,1,1.5,1824.89,0,1 night free hotel with flight,1
533283,2023-01-16,52,F,FALSE,FALSE,usa,orlando,10,1.6,16.3,4,0.4,0,8.23,7.94,4,489.71,0.2,0.2,1,1.75,0.5,3,109.67,0.1,0.2,2,1,2055.76,0,1 night free hotel with flight,1
533291,2023-01-16,41,F,TRUE,FALSE,usa,tucson,8,1.63,16.25,6,0.75,0,6.27,6.49,6,617.16,0.1,0.13,1,1.33,1,6,119.33,,0,1.33,3.17,2756.35,0,1 night free hotel with flight,1
533302,2023-01-16,41,F,FALSE,FALSE,usa,corpus christi,8,0.88,11,3,0.38,0,7.31,8.53,2,395.07,0.2,0.13,1,1,0,3,172.67,0.05,0.13,1,3,2347.49,0,1 night free hotel with flight,1
533327,2023-01-16,59,F,TRUE,TRUE,usa,winston-salem,8,1.38,15.13,4,0.5,0,5.73,7.88,1,621.36,0.13,0.38,1,1,1,4,268.5,0.08,0.25,1,6.5,3344.02,0,1 night free hotel with flight,1
533357,2023-01-16,40,M,FALSE,FALSE,usa,san francisco,8,2,18.75,5,0.63,0,10.47,7.31,4,541,0.25,0.13,1,1,0.5,4,103.75,0.1,0.13,1,2.25,3223.96,0,1 night free hotel with flight,1
533378,2023-01-16,40,F,TRUE,TRUE,usa,long beach,8,1.38,15.38,3,0.38,0,7.89,8.16,3,401.18,0.05,0.25,1,1,1,2,168.5,0.15,0.13,1,5,2479.05,0,1 night free hotel with flight,1
533388,2023-01-16,51,F,TRUE,TRUE,usa,wichita,8,1.38,14.63,1,0.13,0,280.77,280.94,1,1166.44,0.1,0.25,1,4,3,1,111,0.15,0.13,2,11,1569.7,0,free checked bag,1
533393,2023-01-16,59,F,TRUE,TRUE,usa,columbus,9,1.11,12.89,1,0.11,0,,7.88,0,,0.05,0.11,0,,,1,156,,0,1,4,,0,exclusive discounts,1
533396,2023-01-16,49,F,TRUE,FALSE,usa,austin,8,2.13,20.63,5,0.63,0,6.7,6.87,5,322.92,0.2,0.13,1,1,0.6,5,246.8,0.2,0.13,1,2.4,1833.1,0,1 night free hotel with flight,1
533402,2023-01-16,29,F,FALSE,FALSE,usa,chicago,9,0.56,9.11,3,0.33,0,11.19,12.28,2,227.76,0.07,0.33,1,1,1,2,171.5,0.1,0.33,1,8,1296.66,0,1 night free hotel with flight,1
533404,2023-01-16,39,F,TRUE,FALSE,canada,ottawa,8,7.75,31.5,4,0.5,0.25,7.51,12.27,4,565.38,0.35,0.25,0.75,1,0.33,3,402.5,0.05,0.25,1.5,3,3181.92,0,no cancellation fees,1
533411,2023-01-16,35,F,FALSE,FALSE,usa,new york,8,2.63,24.63,4,0.5,0,8.26,9.64,4,349.27,0.07,0.38,1,1,0.5,3,286.67,0.1,0.13,1,1,1979.44,0,1 night free hotel with flight,1
533449,2023-01-16,18,F,FALSE,FALSE,usa,new york,9,1.33,13.78,1,0.11,0,6.24,6.53,1,814.84,0.17,0.33,1,1,1,1,151,0.08,0.22,1,1,3838.58,0,1 night free hotel with flight,1
533464,2023-01-16,57,F,TRUE,TRUE,usa,washington,8,2.38,21.38,2,0.25,0,6.69,7.89,2,453.61,0.1,0.13,1,1,1,1,120,0.1,0.13,1,1,2700.02,0,1 night free hotel with flight,1
533490,2023-01-16,40,F,FALSE,FALSE,usa,baltimore,8,1,12.13,4,0.5,0,8.8,9.75,4,253.93,0.15,0.13,1,1,0.25,3,137,0.1,0.13,1,3.67,1536.34,0,1 night free hotel with flight,1
533492,2023-01-16,45,F,TRUE,TRUE,usa,chicago,8,1.38,15.5,3,0.38,0,106.64,5.73,3,4506.63,0.13,0.5,1,2.33,1.67,2,194,0.2,0.13,1,2,6658.51,0,free checked bag,1
533497,2023-01-16,36,F,FALSE,FALSE,usa,madison,8,1.75,18.13,5,0.63,0,8.29,8.25,5,381.28,0.1,0.13,1,1,0.6,3,186.67,0.1,0.13,1,1.33,2163.16,0,1 night free hotel with flight,1
533518,2023-01-16,51,F,TRUE,FALSE,usa,los angeles,8,1.13,13,3,0.38,0,6.48,6.73,3,988.41,0.15,0.13,1,1.67,0.33,3,224,0.15,0.13,1.67,3.67,3497.28,0,1 night free hotel with flight,1
533527,2023-01-16,25,F,TRUE,FALSE,usa,los angeles,8,0.63,8.88,1,0.13,0,6.65,6.83,1,280.58,0.22,0.38,1,1,2,1,111,0.1,0.25,1,5,1920.56,0,free checked bag,1
533537,2023-01-16,33,F,FALSE,FALSE,canada,montreal,9,1.33,16,3,0.33,0,5.54,6.22,2,449.31,0.35,0.11,1,1,0,2,215,0.08,0.22,1,9.5,2499.05,0,1 night free hotel with flight,1
533542,2023-01-16,47,F,TRUE,FALSE,usa,las vegas,9,1.56,16.22,5,0.56,0,8.12,7.82,5,566.71,0.1,0.56,1,1.4,0.8,4,208,0.1,0.11,1.25,2.5,2597,0,exclusive discounts,1
533550,2023-01-16,34,F,TRUE,TRUE,usa,new york,8,1.63,16.88,2,0.25,0,6.28,6.48,2,330.41,0.05,0.13,1,1,0.5,2,132,,0,1,2,2244.16,0,1 night free hotel with flight,1
533573,2023-01-16,45,F,FALSE,FALSE,canada,windsor,8,0.63,8.88,2,0.25,0,5.13,5.89,2,156.38,0.08,0.38,1,1,1,1,93,,0,1,0,846.65,0.5,1 night free hotel with flight,1
533575,2023-01-16,36,F,FALSE,TRUE,usa,indianapolis,8,1.63,16.5,4,0.5,0,7.6,7.74,4,161.53,0.18,0.38,1,1,0.75,4,139.25,,0,1,2,944.93,0,1 night free hotel with flight,1
533598,2023-01-16,43,F,FALSE,FALSE,usa,milwaukee,8,1.63,16.63,3,0.38,0,7.52,7.65,3,155.66,0.27,0.38,1,1,0,3,140,0.1,0.13,1,6,842.39,0,1 night free hotel with flight,1
533613,2023-01-16,47,F,TRUE,TRUE,usa,oklahoma city,9,1.56,15.89,3,0.33,0,6.23,6.39,3,298.91,0.08,0.33,1,1,0.33,3,278.33,0.13,0.33,1,2,1569.96,0.33,1 night free hotel with flight,1
533617,2023-01-16,46,F,TRUE,TRUE,usa,dallas,9,1.67,17,3,0.33,0,7.35,7.55,3,426.36,,0,1,1,0.67,3,120.33,,0,1,3.33,2429.54,0,1 night free hotel with flight,1
533656,2023-01-16,38,M,FALSE,FALSE,usa,boston,8,2.13,20.63,2,0.25,0,5.93,5.34,2,538.53,0.17,0.38,0.5,2,1,1,107,0.1,0.25,2,6,2527.43,0,1 night free hotel with flight,1
533716,2023-01-16,49,F,FALSE,FALSE,usa,tampa,8,1.5,14.5,3,0.38,0,9.41,6.32,3,378.06,0.4,0.13,1,1,0.67,1,122,0.08,0.38,1,4,2146.39,0.33,1 night free hotel with flight,1
533742,2023-01-16,32,M,TRUE,TRUE,usa,el paso,8,1.75,17.38,3,0.38,0,6.06,5.85,3,341.5,0.05,0.13,0.67,1,0.67,2,85,0.08,0.25,1,1,2067.91,0,1 night free hotel with flight,1
533755,2023-01-16,21,F,FALSE,FALSE,canada,toronto,8,1.25,39.63,1,0.13,1,205.35,206.12,1,4496.72,0.1,0.38,1,2,1,1,113,0.1,0.25,1,13,11689.72,0,no cancellation fees,1
533759,2023-01-16,45,F,TRUE,TRUE,usa,louisville,8,0.88,11.13,3,0.38,0,8.3,14.5,2,232.99,,0,1,1,0.5,3,204.33,,0,1,9.67,1320.13,0,1 night free hotel with flight,1
533773,2023-01-16,30,F,FALSE,FALSE,canada,calgary,8,1.5,16.88,4,0.5,0,10.98,10.56,3,480.68,0.3,0.13,0.67,1.33,0.67,3,213.33,,0,1.33,6,2418.13,0,1 night free hotel with flight,1
533782,2023-01-16,53,F,TRUE,FALSE,usa,honolulu,8,1.13,12.75,3,0.38,0,8.73,9.43,2,924.12,0.25,0.13,1,1,1,3,139.33,,0,1,4.33,5384.75,0,1 night free hotel with flight,1
533809,2023-01-16,38,F,TRUE,TRUE,usa,milwaukee,10,1,12.6,2,0.2,0,4.65,4.83,2,489.63,0.1,0.3,1,1.5,0.5,2,113.5,0.1,0.1,1.5,1.5,1927.52,0.5,1 night free hotel with flight,1
533827,2023-01-16,49,F,FALSE,FALSE,canada,edmonton,8,2.25,20.38,1,0.13,0,,3.75,0,,0.1,0.25,0,,,1,64,0.1,0.13,1,8,,0,exclusive discounts,1
533846,2023-01-16,34,F,TRUE,FALSE,usa,chicago,8,1.5,15.25,3,0.38,0,9.43,6.13,2,334.67,,0,1,1,1,2,154.5,0.05,0.13,1,3.5,2059.05,0.33,1 night free hotel with flight,1
533859,2023-01-16,57,F,TRUE,FALSE,canada,edmonton,8,1.5,17.38,4,0.5,0,7.96,8.18,4,604.13,0.15,0.13,1,1.25,0.5,4,131,,0,1.25,4.5,2542.19,0,1 night free hotel with flight,1
533895,2023-01-16,31,F,FALSE,FALSE,usa,houston,8,1.75,17.88,2,0.25,0,6.27,5.97,2,259.47,0.15,0.38,1,1,0,1,238,0.13,0.25,1,1,1339.29,0,1 night free hotel with flight,1
533908,2023-01-16,26,F,FALSE,FALSE,usa,austin,9,0.67,9.67,1,0.11,0,4.93,5.09,1,263.68,0.13,0.22,1,1,0,1,149,0.05,0.11,1,3,1603.08,0,1 night free hotel with flight,1
